-0.01	8.00	53001
0.05	36.51	53002
-0.00	83.92	53003
0.05	139.66	53004
0.05	196.24	53005
0.05	248.77	53006
0.05	294.49	53007
0.05	332.19	53008
-0.01	361.74	53009
0.05	383.70	53010
0.05	398.99	53011
-0.00	408.75	53012
0.05	414.22	53013
-0.01	416.49	53014
0.05	416.55	53015
0.05	415.15	53016
0.05	412.92	53017
0.05	410.35	53018
0.05	407.79	53019
0.05	405.44	53020
0.05	403.39	53021
0.05	401.69	53022
-0.00	400.36	53023
0.05	399.40	53024
0.05	398.75	53025
0.05	398.35	53026
0.05	398.15	53027
0.05	398.09	53028
-0.01	398.12	53029
0.05	398.22	53030
0.05	398.34	53031
-0.00	398.47	53032
0.05	398.60	53033
-0.01	398.69	53034
0.05	398.74	53035
0.05	398.77	53036
0.05	398.80	53037
0.05	398.84	53038
-0.01	398.86	53039
0.05	398.84	53040
0.05	398.83	53041
0.05	398.83	53042
0.05	398.84	53043
0.05	398.85	53044
0.05	398.82	53045
0.05	398.80	53046
-0.00	398.80	53047
0.05	398.82	53048
0.05	398.82	53049
0.05	398.80	53050
0.05	398.78	53051
0.05	398.79	53052
-0.00	398.81	53053
-0.01	398.82	53054
0.05	398.80	53055
0.05	398.78	53056
0.05	398.79	53057
0.05	398.81	53058
-0.01	398.82	53059
0.05	398.80	53060
0.05	398.78	53061
0.05	398.79	53062
0.05	398.81	53063
0.05	398.82	53064
0.05	398.78	53065
0.05	398.71	53066
0.05	398.67	53067
0.05	398.67	53068
-0.01	398.68	53069
0.05	398.67	53070
0.05	398.67	53071
0.05	398.69	53072
0.05	398.74	53073
0.05	398.76	53074
-0.00	398.76	53075
0.05	398.76	53076
0.05	398.78	53077
0.05	398.80	53078
0.05	398.82	53079
-0.00	398.80	53080
0.05	398.79	53081
-0.00	398.80	53082
0.05	398.82	53083
-0.01	398.83	53084
0.05	398.80	53085
0.05	398.79	53086
-0.00	398.79	53087
0.10	398.81	53088
-0.01	398.82	53089
0.05	398.80	53090
0.05	398.78	53091
0.10	398.79	53092
0.05	398.81	53093
-0.01	398.82	53094
0.05	398.80	53095
0.05	398.78	53096
-0.00	398.79	53097
0.05	398.81	53098
0.05	398.82	53099
0.05	398.80	53100
0.05	398.78	53101
0.05	398.79	53102
0.05	398.81	53103
0.05	398.82	53104
0.05	398.80	53105
0.05	398.78	53106
0.05	398.79	53107
0.05	398.81	53108
0.05	398.82	53109
0.05	398.80	53110
0.05	398.78	53111
-0.00	398.79	53112
0.05	398.81	53113
