voltage_output,sense,step#,r = 47
50.74	7.22	53001
51.00	33.39	53002
50.89	77.73	53003
50.84	130.09	53004
50.84	182.92	53005
50.89	232.19	53006
50.74	275.61	53007
51.05	311.80	53008
50.79	340.01	53009
50.95	360.45	53010
50.89	374.64	53011
51.05	383.98	53012
50.95	389.46	53013
50.89	392.01	53014
50.74	392.50	53015
50.89	391.64	53016
50.79	389.64	53017
51.00	386.69	53018
50.95	383.74	53019
50.79	381.35	53020
50.89	379.44	53021
50.89	377.64	53022
50.79	375.69	53023
50.89	374.13	53024
50.84	372.93	53025
50.95	371.74	53026
51.00	371.03	53027
50.84	370.98	53028
50.95	371.36	53029
50.84	371.49	53030
50.89	371.02	53031
50.68	370.73	53032
50.79	371.07	53033
50.95	371.78	53034
50.89	372.70	53035
50.79	373.68	53036
50.79	374.61	53037
50.74	375.06	53038
50.79	374.78	53039
50.95	374.42	53040
51.05	374.39	53041
50.84	374.58	53042
50.89	374.54	53043
50.74	373.97	53044
50.79	373.46	53045
50.74	373.06	53046
50.74	372.31	53047
50.89	371.71	53048
50.79	371.69	53049
50.79	372.10	53050
50.68	372.36	53051
50.95	372.09	53052
50.89	371.91	53053
50.84	372.21	53054
50.95	372.80	53055
50.89	373.58	53056
50.79	374.46	53057
50.84	375.36	53058
50.89	375.73	53059
50.84	375.23	53060
50.84	374.71	53061
50.74	374.70	53062
50.95	375.02	53063
50.95	375.60	53064
50.63	376.31	53065
50.95	376.94	53066
50.79	376.97	53067
50.74	376.18	53068
51.00	375.57	53069
50.89	375.71	53070
50.84	376.28	53071
50.68	376.49	53072
50.79	375.90	53073
50.89	375.35	53074
50.79	374.87	53075
50.95	373.96	53076
50.79	373.37	53077
50.74	373.52	53078
50.95	374.18	53079
50.79	374.55	53080
50.89	374.05	53081
50.79	373.63	53082
51.00	373.96	53083
50.68	374.77	53084
50.95	375.75	53085
50.95	376.60	53086
50.89	377.26	53087
51.00	377.30	53088
50.95	376.48	53089
50.89	375.71	53090
50.95	375.60	53091
51.00	376.09	53092
50.89	376.51	53093
50.68	376.12	53094
50.79	375.38	53095
50.89	374.47	53096
50.95	373.17	53097
50.79	372.09	53098
50.74	371.64	53099
50.79	371.62	53100
50.89	371.52	53101
50.95	371.01	53102
50.95	370.64	53103
50.94	370.73	53104
50.95	371.12	53105
50.89	371.68	53106
50.68	372.30	53107
50.89	372.96	53108
50.94	373.20	53109
50.68	372.72	53110
50.89	372.19	53111
50.89	372.10	53112
50.95	372.31	53113
50.89	372.30	53114
50.79	371.77	53115
50.95	371.37	53116
50.84	371.08	53117
50.74	370.51	53118
50.74	370.22	53119
50.84	370.50	53120
50.89	371.08	53121
50.84	371.37	53122
50.89	370.98	53123
50.84	370.65	53124
50.94	370.45	53125
50.84	369.94	53126
51.00	369.94	53127
50.95	370.95	53128
51.05	372.41	53129
50.84	373.25	53130
50.79	373.00	53131
51.05	372.67	53132
50.95	372.88	53133
50.95	373.41	53134
50.84	374.09	53135
50.95	374.85	53136
50.95	375.63	53137
50.89	375.81	53138
50.74	375.00	53139
50.95	374.20	53140
51.05	374.06	53141
50.79	374.34	53142
50.89	374.33	53143
51.05	373.52	53144
50.63	372.65	53145
50.84	371.84	53146
50.89	370.71	53147
50.89	369.93	53148
50.89	369.86	53149
50.95	370.22	53150
50.84	370.40	53151
50.79	370.02	53152
50.79	369.79	53153
